GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;26-Jährige;963;862;780
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;27-Jährige;976;873;791
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;28-Jährige;1005;882;803
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;29-Jährige;1019;889;813
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;30-Jährige;1052;893;824
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;31-Jährige;1144;896;835
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;32-Jährige;1128;895;845
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;33-Jährige;1151;893;855
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;34-Jährige;1124;899;864
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;35-Jährige;1104;870;872
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;36-Jährige;1069;857;879
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;37-Jährige;1061;828;885
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;38-Jährige;1061;824;890
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;39-Jährige;1081;807;894
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;40-Jährige;1070;824;897
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;41-Jährige;1074;813;898
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;42-Jährige;1021;835;896
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;43-Jährige;1006;833;893
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;44-Jährige;995;823;898
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;45-Jährige;975;837;869
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;46-Jährige;949;859;855
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;47-Jährige;959;866;825
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;48-Jährige;964;886;820
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;49-Jährige;1040;913;803
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;50-Jährige;1140;959;818
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;51-Jährige;1179;977;807
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;52-Jährige;1262;1002;826
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;53-Jährige;1318;1039;823
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;54-Jährige;1348;1024;811
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;55-Jährige;1379;998;823
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;56-Jährige;1379;1003;842
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;57-Jährige;1398;1021;846
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;58-Jährige;1381;1027;862
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;59-Jährige;1331;1050;885
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;60-Jährige;1305;1128;926
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;61-Jährige;1255;1102;939
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;62-Jährige;1212;1114;959
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;63-Jährige;1138;1078;989
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;64-Jährige;1104;1048;970
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;65-Jährige;1066;1005;940
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;66-Jährige;1025;986;939
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;67-Jährige;997;975;951
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;68-Jährige;956;979;950
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;69-Jährige;946;957;965
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;70-Jährige;917;946;1031
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;71-Jährige;907;886;1000
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;72-Jährige;867;858;1002
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;73-Jährige;781;834;962
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;74-Jährige;724;801;926
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;75-Jährige;620;763;879
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;76-Jährige;535;753;852
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;77-Jährige;701;738;831
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;78-Jährige;695;774;822
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;79-Jährige;655;821;789
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;80-Jährige;770;819;763
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;81-Jährige;778;841;697
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;82-Jährige;730;838;655
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;83-Jährige;641;812;614
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;84-Jährige;558;782;566
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;85-Jährige;497;728;514
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;86-Jährige;436;682;480
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;87-Jährige;362;615;441
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;88-Jährige;257;534;430
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;89-Jährige;222;465;419
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;90-Jährige;192;391;380
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;91-Jährige;169;324;350
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;92-Jährige;134;256;309
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;93-Jährige;105;205;262
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;94-Jährige;77;160;217
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;95-Jährige;58;121;172
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;96-Jährige;42;91;135
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;97-Jährige;28;65;100
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;98-Jährige;19;47;71
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;99-Jährige;13;33;51
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;100 Jahre und mehr;19;57;92
BEV-VARIANTE-13;Lebenserwartung und WS niedrig (G2L1W1);Insgesamt;Insgesamt;83476;76441;72875
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;unter 1 Jahr;405;339;332
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;1-Jährige;408;339;336
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;2-Jährige;411;338;339
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;3-Jährige;411;336;341
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;4-Jährige;411;335;343
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;5-Jährige;415;334;345
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;6-Jährige;402;333;345
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;7-Jährige;396;333;345
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;8-Jährige;382;333;345
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;9-Jährige;381;334;345
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;10-Jährige;372;336;344
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;11-Jährige;381;338;343
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;12-Jährige;376;341;342
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;13-Jährige;385;344;341
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;14-Jährige;383;348;340
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;15-Jährige;377;353;339
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;16-Jährige;381;358;339
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;17-Jährige;391;364;340
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;18-Jährige;394;371;343
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;19-Jährige;406;379;348
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;20-Jährige;423;388;354
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;21-Jährige;452;397;361
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;22-Jährige;471;407;368
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;23-Jährige;488;416;375
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;24-Jährige;514;424;382
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;25-Jährige;511;431;388
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;26-Jährige;503;437;394
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;27-Jährige;510;442;400
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;28-Jährige;523;446;405
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;29-Jährige;530;450;411
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;30-Jährige;546;452;416
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;31-Jährige;595;453;422
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;32-Jährige;584;453;427
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;33-Jährige;597;452;433
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;34-Jährige;582;455;437
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;35-Jährige;568;442;442
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;36-Jährige;549;436;445
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;37-Jährige;543;421;449
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;38-Jährige;542;420;451
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;39-Jährige;551;411;453
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;40-Jährige;542;419;455
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;41-Jährige;543;415;455
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;42-Jährige;515;425;454
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;43-Jährige;508;425;453
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;44-Jährige;503;421;456
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;45-Jährige;491;427;442
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;46-Jährige;478;438;435
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;47-Jährige;481;442;421
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;48-Jährige;483;453;419
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;49-Jährige;523;468;410
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;50-Jährige;574;494;418
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;51-Jährige;593;509;413
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;52-Jährige;636;522;423
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;53-Jährige;664;542;422
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;54-Jährige;678;535;416
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;55-Jährige;694;522;421
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;56-Jährige;694;524;431
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;57-Jährige;702;533;434
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;58-Jährige;692;534;443
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;59-Jährige;664;546;456
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;60-Jährige;647;587;479
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;61-Jährige;621;571;492
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;62-Jährige;599;578;502
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;63-Jährige;560;558;520
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;64-Jährige;541;539;510
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;65-Jährige;519;516;495
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;66-Jährige;495;504;495
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;67-Jährige;476;497;500
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;68-Jährige;453;497;499
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;69-Jährige;446;483;506
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;70-Jährige;431;476;541
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;71-Jährige;425;445;523
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;72-Jährige;405;430;526
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;73-Jährige;365;418;504
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;74-Jährige;334;400;483
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;75-Jährige;284;381;458
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;76-Jährige;241;374;443
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;77-Jährige;315;366;431
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;78-Jährige;310;384;426
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;79-Jährige;290;408;407
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;80-Jährige;334;407;394
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;81-Jährige;331;419;361
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;82-Jährige;306;417;340
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;83-Jährige;264;405;321
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;84-Jährige;225;390;297
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;85-Jährige;196;364;272
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;86-Jährige;167;341;255
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;87-Jährige;135;308;236
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;88-Jährige;92;268;233
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;89-Jährige;77;233;231
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;90-Jährige;64;197;213
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;91-Jährige;54;165;200
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;92-Jährige;41;132;181
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;93-Jährige;31;106;157
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;94-Jährige;21;84;134
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;95-Jährige;14;64;109
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;96-Jährige;9;48;89
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;97-Jährige;5;35;68
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;98-Jährige;3;26;50
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;99-Jährige;2;18;37
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;100 Jahre und mehr;3;34;74
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);männlich;Insgesamt;41237;38982;37714
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;unter 1 Jahr;385;322;315
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;1-Jährige;389;322;319
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;2-Jährige;392;321;322
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;3-Jährige;393;320;325
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;4-Jährige;393;319;327
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;5-Jährige;398;318;328
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;6-Jährige;383;317;329
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;7-Jährige;377;317;329
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;8-Jährige;363;317;329
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;9-Jährige;362;319;329
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;10-Jährige;354;320;328
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;11-Jährige;363;323;328
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;12-Jährige;357;326;327
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;13-Jährige;366;329;326
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;14-Jährige;363;333;325
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;15-Jährige;356;338;325
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;16-Jährige;362;343;326
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;17-Jährige;370;349;327
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;18-Jährige;373;356;330
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;19-Jährige;384;364;335
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;20-Jährige;399;373;341
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;21-Jährige;424;383;349
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;22-Jährige;432;393;357
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;23-Jährige;450;403;365
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;24-Jährige;471;412;373
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;25-Jährige;469;420;380
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;26-Jährige;460;426;387
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;27-Jährige;467;432;393
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;28-Jährige;481;436;399
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;29-Jährige;489;440;404
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;30-Jährige;506;442;409
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;31-Jährige;549;443;414
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;32-Jährige;544;443;419
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;33-Jährige;554;442;424
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;34-Jährige;543;445;428
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;35-Jährige;536;429;432
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;36-Jährige;520;423;435
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;37-Jährige;517;408;438
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;38-Jährige;520;405;441
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;39-Jährige;530;397;443
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;40-Jährige;529;405;444
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;41-Jährige;531;400;444
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;42-Jährige;506;410;443
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;43-Jährige;498;409;442
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;44-Jährige;493;404;445
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;45-Jährige;485;412;429
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;46-Jährige;470;423;422
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;47-Jährige;477;426;407
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;48-Jährige;481;435;404
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;49-Jährige;517;447;396
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;50-Jährige;566;468;404
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;51-Jährige;586;471;397
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;52-Jährige;626;484;408
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;53-Jährige;654;501;406
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;54-Jährige;670;495;400
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;55-Jährige;686;482;407
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;56-Jährige;685;485;417
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;57-Jährige;697;496;420
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;58-Jährige;690;501;428
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;59-Jährige;668;514;439
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;60-Jährige;658;552;458
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;61-Jährige;634;544;460
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;62-Jährige;614;550;472
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;63-Jährige;578;535;487
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;64-Jährige;564;525;479
BEV-VARIANTE-14;Lebenserwartung hoch, WS niedrig (G2L3W1);weiblich;65-Jährige;547;506;465
